[ 3058567734, 506984521 ]
[ 776666833, 1350131118 ]
[ 2438901123, 4208830524 ]
[ 2992014970, 3071360661 ]
[ 1199627155, 345482521 ]
[ 1442113688, 3908620725 ]
[ 514090387, 980075420 ]
[ 2286878590, 388723879 ]
[ 1651211054, 3540962433 ]
[ 3859208481, 1058273472 ]
[ 2811213098, 2633968208 ]
[ 326304978, 2449782094 ]
[ 2718827189, 128483759 ]
[ 2770003259, 1318377429 ]
[ 3134925402, 1761003665 ]
[ 2201871582, 2337625344 ]
[ 1425945963, 1218914171 ]
[ 1004387410, 1011188904 ]
[ 3510194634, 3514926948 ]
[ 3972918623, 866278270 ]
[ 1288481005, 3166205794 ]
[ 3315690593, 74229077 ]
[ 1803256645, 3457610599 ]
[ 3668802311, 581223369 ]
[ 238745097, 1173447535 ]
[ 2233657430, 1675459453 ]
[ 330887204, 3097955030 ]
[ 59382600, 2479137109 ]
[ 179570910, 1542034682 ]
[ 2890332448, 4208759952 ]
[ 1540431941, 1671324836 ]
[ 3677359188, 3535221835 ]
[ 3498939160, 900145028 ]
[ 4235931906, 595597720 ]
[ 1013894017, 145035886 ]
[ 3458823850, 1650959020 ]
[ 514438240, 1637048408 ]
[ 2174521387, 350718796 ]
[ 745803629, 846840052 ]
[ 3505117487, 3033788476 ]
[ 996714276, 3357487744 ]
[ 1224018266, 2507626263 ]
[ 147470516, 268666827 ]
[ 3896197983, 3547430871 ]
[ 4081290298, 2190327163 ]
[ 2248249617, 686586911 ]
[ 3313308071, 2429825420 ]
[ 3627050412, 3676415221 ]
[ 2958984952, 3102464266 ]
[ 2389947549, 712974821 ]
[ 2437444575, 57697091 ]
[ 666824737, 3483526206 ]
[ 2181487269, 683433255 ]
[ 1684637728, 2523040036 ]
[ 1225646743, 240230565 ]
[ 2922046289, 2660686389 ]
[ 609159939, 3085142335 ]
[ 4126072172, 1631303041 ]
[ 3154286284, 3650386482 ]
[ 248533205, 3011904871 ]
[ 2241766907, 622061545 ]
[ 2239818512, 3012126724 ]
[ 1648854488, 193392535 ]
[ 959470846, 3172015343 ]
[ 1645950990, 274597601 ]
[ 3219490054, 408289907 ]
[ 4172607085, 2107526218 ]
[ 1673765486, 770418997 ]
[ 1138603597, 3617542435 ]
[ 4076644933, 2842866930 ]
[ 2228202820, 3379241369 ]
[ 38156520, 3447512170 ]
[ 485143996, 2049999395 ]
[ 149567773, 3914073125 ]
[ 2793344127, 312225934 ]
[ 1328632914, 2741297025 ]
[ 3963151261, 1814076521 ]
[ 3117420460, 1293489314 ]
[ 2764079300, 1723842501 ]
[ 7003639, 593440454 ]
[ 380535190, 1010598247 ]
[ 715841673, 3618324207 ]
[ 223867325, 1212773438 ]
[ 992073775, 591009403 ]
[ 3605007089, 2501396027 ]
[ 1950303442, 1332565230 ]
[ 3555053725, 350265827 ]
[ 547581467, 1032980883 ]
[ 3401882650, 618324517 ]
[ 3118254833, 1354164034 ]
[ 1065807747, 3696238006 ]
[ 2312085190, 4196851236 ]
[ 3895788231, 3953618754 ]
[ 2869108082, 2185295678 ]
[ 3250427094, 1006225896 ]
[ 267754278, 2663006681 ]
[ 436846946, 4224311637 ]
[ 545324968, 2121792737 ]
[ 2452808083, 256836129 ]
[ 3542005239, 1999428650 ]
[ 864153303, 1560024920 ]
[ 619130664, 2703110659 ]
[ 1578565265, 454400415 ]
[ 32984248, 72921646 ]
[ 2553771806, 2099834689 ]
[ 2676361995, 1966446784 ]
[ 1599227594, 1966663654 ]
[ 730198724, 1058277028 ]
[ 1968505941, 3055121788 ]
[ 2452798987, 971748860 ]
[ 1236581982, 3761800492 ]
[ 768662272, 3357780941 ]
[ 893193762, 3515527253 ]
[ 675246022, 2630170838 ]
[ 75061052, 3260750598 ]
[ 369072779, 3488274139 ]
[ 3130249055, 3796295944 ]
[ 1293591785, 2308433974 ]
[ 3737409809, 3370416777 ]
[ 2486963421, 3759280618 ]
[ 2436799414, 1619226971 ]
[ 878672461, 330157975 ]
[ 2672013372, 3183367047 ]
[ 2444688243, 1261201917 ]
[ 2828117590, 3502038010 ]
[ 1584107130, 1326357415 ]
[ 3139806298, 3761908096 ]
[ 1708496406, 1351681344 ]
[ 2367673644, 602224032 ]
[ 2723422462, 847172549 ]
[ 3495503327, 1216226991 ]
[ 3445992239, 443566037 ]
[ 3994720057, 3216062766 ]
[ 2616989499, 4244511655 ]
[ 132737260, 824143202 ]
[ 4098528934, 1787003920 ]
[ 1866093156, 1192380908 ]
[ 1405647714, 3607029559 ]
[ 2494333753, 3548591330 ]
[ 3673041972, 979832365 ]
[ 1484328678, 3423725710 ]
[ 3032180379, 1187288292 ]
[ 2989253470, 3059525588 ]
[ 4208016395, 3425394025 ]
[ 3448092606, 3933436810 ]
[ 2662818387, 4183619941 ]
[ 3296608216, 1114878221 ]
[ 1331340838, 2392052948 ]
[ 961931329, 3156409370 ]
[ 846475694, 3479224786 ]
[ 1814957788, 1249735080 ]
[ 3653211835, 1644115222 ]
[ 1481269595, 1560541328 ]
[ 504875390, 3834510115 ]
[ 2554281975, 175305417 ]
[ 3690633631, 542272808 ]
[ 1955348046, 2663856771 ]
[ 1921222215, 433764981 ]
[ 2891238441, 4254452466 ]
[ 1684337876, 2021700003 ]
[ 3711392590, 3237643792 ]
[ 2753927251, 911284306 ]
[ 1643111584, 4145954597 ]
[ 1479089798, 103124874 ]
[ 3218928696, 1067616245 ]
[ 4065304986, 2769256166 ]
[ 2011940530, 737344053 ]
[ 1870936352, 495218422 ]
[ 1158129945, 775949818 ]
[ 3639092642, 4288536539 ]
[ 4263218628, 4187714737 ]
[ 1760627269, 3981916660 ]
[ 2925039295, 1499138929 ]
[ 2389401973, 2624773317 ]
[ 3932502080, 3643010747 ]
[ 1280964811, 1359136708 ]
[ 668085131, 2134012310 ]
[ 1240736628, 3946218614 ]
[ 253969446, 417281094 ]
[ 1521553710, 1359827168 ]
[ 1946023768, 3027958722 ]
[ 3440550404, 1425152602 ]
[ 722855322, 2729893765 ]
[ 3217822480, 1397764240 ]
[ 362613921, 2639729151 ]
[ 17253802, 2678716832 ]
[ 823954180, 535554773 ]
[ 2564936324, 700629900 ]
[ 901660089, 2255036251 ]
[ 3289670706, 70599352 ]
[ 647241220, 171305545 ]
[ 3187991726, 353685041 ]
[ 1842458291, 3929732930 ]
[ 2732295968, 3897285012 ]
[ 4225140932, 3581100842 ]
[ 2123901556, 2470812431 ]
[ 2153402023, 1726952047 ]
[ 1538047409, 3390980536 ]
[ 2079104402, 2997936271 ]
[ 4132309275, 4145130655 ]
[ 3102147622, 2867499851 ]
[ 2527660532, 688135668 ]
[ 2561047843, 1035766660 ]
[ 2872988644, 1770582429 ]
[ 443234454, 978542827 ]
[ 4117818649, 1286001439 ]
[ 2167745183, 4227111771 ]
[ 1069315531, 4039885766 ]
[ 1698542662, 646458772 ]
[ 2381684297, 568667325 ]
[ 3554260150, 2820758830 ]
[ 1512972732, 3882289251 ]
[ 1838472901, 3283417374 ]
[ 1099642825, 814127160 ]
[ 1696633794, 1053860243 ]
[ 1714314063, 103307680 ]
[ 2072107934, 559354735 ]
[ 1679702546, 688950862 ]
[ 902217909, 2211973530 ]
[ 2259292610, 963382214 ]
[ 2934675563, 2416217814 ]
[ 945711113, 3301002480 ]
[ 4148620148, 3033515257 ]
[ 2126891168, 4158430610 ]
[ 1881422943, 3036380254 ]
[ 616476843, 77770952 ]
[ 3601646878, 4104477525 ]
[ 2423071130, 2725422012 ]
[ 2837541938, 144782823 ]
[ 4194706684, 3036996575 ]
[ 169542542, 422728010 ]
[ 3784085027, 3243781373 ]
[ 663431460, 3049790319 ]
[ 2323770155, 2367452243 ]
[ 2054975430, 4198718406 ]
[ 2653937364, 2518967267 ]
[ 3665352666, 246077823 ]
[ 1013543610, 847819380 ]
[ 1453971021, 871255314 ]
[ 3790895046, 2873410062 ]
[ 3336972054, 1860733536 ]
[ 926678931, 1406280576 ]
[ 52547632, 4199499099 ]
[ 1287458487, 2321862087 ]
[ 772552046, 237125436 ]
[ 3168443594, 3657858560 ]
[ 1699060934, 2420725818 ]
[ 202998690, 3708531398 ]
[ 3996691596, 3837043340 ]
[ 3552782308, 3437005436 ]
[ 2830056859, 1510486496 ]
[ 1354296563, 4187131943 ]
[ 2801023750, 1668035996 ]
[ 4253790060, 3077694702 ]
[ 4105014704, 2831414270 ]
[ 3033570185, 308486932 ]
[ 2804851713, 2774898996 ]
[ 2102482644, 2245252891 ]
[ 540967719, 2493350707 ]
[ 2850220907, 2816236222 ]
[ 3200515395, 3701362325 ]
[ 1084185041, 2512183468 ]
[ 3089361783, 2462483718 ]
[ 2932018429, 3671373463 ]
[ 1100763040, 4253599927 ]
[ 515488942, 178260213 ]
[ 3050370882, 1729694496 ]
[ 404737264, 3901073037 ]
[ 864543215, 2706170082 ]
[ 661851976, 1276862828 ]
[ 4084889747, 4081345773 ]
[ 177405881, 3554326866 ]
[ 1425546907, 2445656268 ]
[ 1221546448, 1958560990 ]
[ 1583766296, 1167262817 ]
[ 997190930, 3321102700 ]
[ 2058189461, 4092941594 ]
[ 27222456, 239662159 ]
[ 3628601752, 320102024 ]
[ 543881228, 3213290218 ]
[ 1159275650, 224587375 ]
[ 456222186, 3578418177 ]
[ 3890893731, 1714295554 ]
[ 1157250584, 176588197 ]
[ 2870572799, 1976618607 ]
[ 2535810693, 2001758005 ]
[ 35012328, 1873445241 ]
[ 758065446, 2037490528 ]
[ 3317749696, 731245236 ]
[ 3434940875, 1067284204 ]
[ 1861554954, 1584508790 ]
[ 3712545837, 3809015813 ]
[ 1725435862, 3196479796 ]
[ 3796458850, 1978408840 ]
[ 3827302074, 1728046751 ]
[ 462064388, 3761049441 ]
[ 2855906776, 1659482434 ]
[ 3706919229, 425333695 ]
[ 1325842844, 2050798539 ]
[ 3423263605, 1570606226 ]
[ 1646185859, 3438756324 ]
[ 2552072322, 2345450899 ]
[ 982760684, 294235933 ]
[ 1727218093, 1538795515 ]
[ 731511499, 4019279243 ]
[ 1189274989, 2370007574 ]
[ 3803045945, 672305194 ]
[ 190283274, 3977891829 ]
[ 2488412308, 2830117043 ]
[ 2559652585, 3944080600 ]
[ 19675130, 3627414304 ]
[ 247539038, 512036901 ]
[ 55691615, 3911550279 ]
[ 473570875, 1001163900 ]
[ 1400111708, 1430660959 ]
[ 4161413251, 4203801610 ]
[ 2679511958, 1957911503 ]
[ 4106055587, 370003902 ]
[ 3892493180, 1711458178 ]
[ 2467094865, 2520464453 ]
[ 2051034076, 3655516710 ]
[ 1743269590, 2062828283 ]
[ 1119636845, 359585617 ]
[ 2381252289, 2707325862 ]
[ 560635147, 3495710562 ]
[ 7256677, 2786080164 ]
[ 966064015, 3984564917 ]
[ 2012696399, 3695471105 ]
[ 3091823593, 2918794039 ]
[ 2222251048, 722345602 ]
[ 169331690, 1757377511 ]
[ 563277928, 4291548546 ]
[ 1272281036, 3600776096 ]
[ 3711365692, 933741995 ]
[ 971724454, 1248198219 ]
[ 3064431028, 4094428297 ]
[ 255284117, 2346828153 ]
[ 2778780503, 2624156711 ]
[ 4054532309, 701847375 ]
[ 2250312140, 2405305481 ]
[ 1525606189, 970893478 ]
[ 3311799995, 2410394060 ]
[ 4255985601, 2077068942 ]
[ 382257112, 4099180930 ]
[ 2543937010, 758190622 ]
[ 1598402671, 1476975740 ]
[ 660047856, 867676065 ]
[ 3923584259, 2367406239 ]
[ 4142829824, 310511812 ]
[ 3096623032, 4185775839 ]
[ 2432783733, 3119888780 ]
[ 1366713303, 406070607 ]
[ 2531332007, 961410116 ]
[ 2181399497, 2607630722 ]
[ 1072237194, 229308072 ]
[ 331091666, 3361239983 ]
[ 3697126887, 672553939 ]
[ 300741693, 3460520476 ]
[ 3786513522, 4118251245 ]
[ 2803365764, 2853238885 ]
[ 513766555, 1414882941 ]
[ 3115848887, 544116543 ]
[ 1019399896, 1384315074 ]
[ 3558957445, 260129394 ]
[ 4173913219, 2827190990 ]
[ 4062537393, 2223473749 ]
[ 3915757717, 2346077190 ]
[ 3968642305, 622550370 ]
[ 981038513, 2722745424 ]
[ 3273542758, 3717917424 ]
[ 4150171649, 3940300011 ]
[ 935076153, 3809478611 ]
[ 1852384424, 3156278003 ]
[ 3095736669, 335470526 ]
[ 1888703633, 2490713596 ]
[ 3386517998, 1067183108 ]
[ 2312088828, 871629019 ]
[ 3722222637, 2022932521 ]
[ 3400779871, 2842096614 ]
[ 1130437669, 4187422899 ]
[ 4044716346, 2028160450 ]
[ 765015513, 3518752292 ]
[ 33007161, 2573373219 ]
[ 1274807680, 37573098 ]
[ 3781567380, 623852323 ]
[ 2133798559, 4029303893 ]
[ 1190180931, 1411348637 ]
[ 1881181744, 3368615235 ]
[ 3502506850, 4092304749 ]
[ 4106153114, 2117082745 ]
[ 2027157339, 1259293570 ]
[ 2403544501, 3237102086 ]
[ 25311200, 518702666 ]
[ 413871407, 728543781 ]
[ 1733747621, 2090083738 ]
[ 3099195318, 1062170071 ]
[ 2107956788, 607932065 ]
[ 3879902880, 2828813565 ]
[ 3955207163, 1984454397 ]
[ 1783847360, 2284365872 ]
[ 3099390944, 2077270753 ]
[ 3906002607, 1364500058 ]
[ 810574674, 2385882727 ]
[ 3013659051, 3042888511 ]
[ 101883140, 93375038 ]
[ 3571142756, 2487718639 ]
[ 4042719638, 3409792085 ]
[ 2087810307, 3230788291 ]
[ 498438162, 121109694 ]
[ 3047915866, 1202215815 ]
[ 1887008476, 3089069934 ]
[ 2052772287, 808487320 ]
[ 1185534853, 1526850712 ]
[ 2739499392, 2664782099 ]
[ 3407677334, 2213472048 ]
[ 618645387, 754819509 ]
[ 3935662563, 483250210 ]
[ 1994893583, 3264838527 ]
[ 4008758537, 4055012469 ]
[ 3105429389, 2623482811 ]
[ 4015750043, 1838166007 ]
[ 2957820647, 3124139554 ]
[ 3575315008, 3988094640 ]
[ 3910562607, 2736585486 ]
[ 3787299039, 3513154230 ]
[ 469084733, 1060649801 ]
[ 2997119568, 335196008 ]
[ 2040223513, 4157787278 ]
[ 3107711560, 3595606929 ]
[ 3284282153, 4063440484 ]
[ 625622898, 2138390789 ]
[ 4241158017, 3879295363 ]
[ 2228108286, 1258747993 ]
[ 534859685, 4099119376 ]
[ 1935918119, 1672259641 ]
[ 3845649734, 3630568789 ]
[ 2638972725, 3979661543 ]
[ 2844365256, 3773665092 ]
[ 2898968861, 3780590511 ]
[ 3759469800, 1126685361 ]
[ 1817331103, 4159993968 ]
[ 1259276252, 2683731859 ]
[ 1348824623, 4070373359 ]
[ 752006021, 2419403203 ]
[ 1264871459, 2279513946 ]
[ 2581060959, 2841703647 ]
[ 1692672245, 3555997779 ]
[ 2337583376, 2600092387 ]
[ 976204308, 2350335000 ]
[ 1496232890, 2569570440 ]
[ 635827211, 4143301270 ]
[ 1232404949, 2074486944 ]
[ 4129679179, 1332328448 ]
[ 2240912702, 1404944958 ]
[ 3137859223, 281170888 ]
[ 46634700, 863141387 ]
[ 2845519463, 3052822132 ]
[ 3825476121, 2514088476 ]
[ 3150339846, 2185049723 ]
[ 2050699473, 3566507115 ]
[ 1627222879, 1389168075 ]
[ 2870075397, 735517398 ]
[ 3827778168, 652063927 ]
[ 4216790876, 373042773 ]
[ 713067894, 66031184 ]
[ 4160955349, 2578261890 ]
[ 3092291894, 1578924388 ]
[ 589086638, 280004578 ]
[ 2765420603, 3467380197 ]
[ 571677755, 3435096747 ]
[ 2411166116, 2831266387 ]
[ 856588993, 1757747971 ]
[ 3099034361, 1304334585 ]
[ 3935025664, 2713911401 ]
[ 2274756840, 3290547722 ]
[ 4068402432, 1875205166 ]
[ 2443817136, 613886272 ]
[ 1921752242, 4257353051 ]
[ 1065416574, 3999636456 ]
[ 1468690474, 783415641 ]
[ 4009365345, 2572076092 ]
[ 1941710403, 3408506658 ]
[ 2402978735, 4016442155 ]
[ 997298637, 1804640171 ]
[ 3529822706, 501771834 ]
[ 2502274207, 4067685161 ]
[ 4021243424, 914623702 ]
[ 3777667269, 543888474 ]
[ 195440689, 442894932 ]
[ 2131936388, 753045635 ]
[ 3272841176, 2439340531 ]
[ 1105218689, 3566921625 ]
[ 994252209, 1557674305 ]
[ 1911915629, 650604101 ]
[ 1596712343, 2577023532 ]
[ 2353931971, 1687561556 ]
[ 2351056843, 1588735094 ]
[ 2823937381, 2878244044 ]
[ 1247823748, 1222948361 ]
[ 3069992815, 3225367826 ]
[ 603671137, 3517425505 ]
[ 419876324, 1945206073 ]
[ 777119111, 145482212 ]
[ 2943447433, 3618820703 ]
[ 2652310843, 772881216 ]
[ 3426724975, 1366063094 ]
[ 1420475729, 1025371979 ]
[ 160392047, 2544526435 ]
[ 3274515180, 1573610395 ]
[ 687699624, 2163560098 ]
[ 4271504881, 731528640 ]
[ 559245904, 3573922740 ]
[ 2940391221, 3296582635 ]
[ 622446454, 3128716916 ]
[ 1927785283, 1388127210 ]
[ 397846270, 3842648144 ]
[ 1322278710, 4043407960 ]
[ 1758987728, 263285350 ]
[ 796816909, 4068259899 ]
[ 1596601177, 3434866738 ]
[ 3774119161, 731097878 ]
[ 2759668633, 4168352275 ]
[ 2485293222, 694796543 ]
[ 1822334812, 132361981 ]
[ 2406282803, 3756400621 ]
[ 988596513, 1752027566 ]
[ 992607971, 1222905743 ]
[ 1830464728, 1956330740 ]
[ 2951383567, 2551856002 ]
[ 3624416576, 3716993054 ]
[ 2284327422, 3957082848 ]
[ 206730452, 767949216 ]
[ 1610395276, 2699129805 ]
[ 1492119783, 488566849 ]
[ 3988979942, 3845327289 ]
[ 1468956879, 1065093448 ]
[ 2834540927, 3365465616 ]
[ 2822519799, 3257987982 ]
[ 3235102804, 1123529453 ]
[ 1835006706, 1006034228 ]
[ 2605262642, 2406492810 ]
[ 4032746917, 237257161 ]
[ 2632464587, 2590320593 ]
[ 263765749, 1513492795 ]
[ 395691542, 3286342347 ]
[ 3045627774, 440502690 ]
[ 3172132458, 562664711 ]
[ 3869722992, 3475300570 ]
[ 962419442, 2976646094 ]
[ 3660933567, 245879961 ]
[ 2125779181, 1582001679 ]
[ 2353324001, 3166632687 ]
[ 1166582465, 3436827286 ]
[ 1839071489, 3432684217 ]
[ 620425816, 1804739077 ]
[ 2304850968, 1792569122 ]
[ 3702064380, 2958667770 ]
[ 3657535261, 3455971773 ]
[ 3337867061, 478984139 ]
[ 2491220296, 635894980 ]
[ 3492393838, 3124741371 ]
[ 4213559083, 1697987388 ]
[ 1091262456, 3446777250 ]
[ 3325828891, 1976738590 ]
[ 1971193717, 1972329209 ]
[ 1313693416, 448545271 ]
[ 922346618, 134438823 ]
[ 3237532470, 3664440406 ]
[ 2670629080, 2940860287 ]
[ 1174374802, 3154365880 ]
[ 2881072491, 3621387543 ]
[ 1387212059, 2558786758 ]
[ 1004249492, 613637167 ]
[ 3959385867, 3454623343 ]
[ 1820957642, 1205501289 ]
[ 2752867068, 1413450014 ]
[ 3829264460, 688880419 ]
[ 1922263009, 223839253 ]
[ 3805914802, 369656038 ]
[ 158013625, 3671000162 ]
[ 4285156182, 4077344259 ]
[ 2296850619, 2760033521 ]
[ 3691626545, 2557772187 ]
[ 2114162699, 1167766284 ]
[ 1237253771, 3254984816 ]
[ 1154321760, 1891939822 ]
[ 32882873, 421258265 ]
[ 1032134945, 459538213 ]
[ 2391763612, 3672336852 ]
[ 3973385204, 1874448601 ]
[ 3604226305, 3808816716 ]
[ 2491495119, 330962749 ]
[ 3032899640, 3155652864 ]
[ 1946131417, 1817498982 ]
[ 1723723608, 3450799973 ]
[ 3393787017, 3720372063 ]
[ 368900646, 3946381876 ]
[ 1866263333, 2490027073 ]
[ 1114071936, 1047413790 ]
[ 298939578, 3227637776 ]
[ 681239205, 68174200 ]
[ 2811642439, 612578807 ]
[ 4147794689, 1485192411 ]
[ 2176660501, 3623700471 ]
[ 2509829479, 3488390307 ]
[ 231981070, 3839000659 ]
[ 2698668375, 1239952259 ]
[ 351088158, 3595735865 ]
[ 594181749, 2513789631 ]
[ 1138526210, 4197220636 ]
[ 628379089, 1143514125 ]
[ 2457366269, 1974488421 ]
[ 3006138842, 3958404528 ]
[ 3376322745, 1055980542 ]
[ 1270561241, 1158193139 ]
[ 1200553484, 3913149526 ]
[ 1960996002, 686741832 ]
[ 2334285840, 194388864 ]
[ 3994263257, 1679901238 ]
[ 507499920, 2630448244 ]
[ 583922065, 224527652 ]
[ 2058075751, 2720010024 ]
[ 1711493272, 811288879 ]
[ 3416587252, 1791488279 ]
[ 2399296414, 4088740934 ]
[ 3750298441, 3745237196 ]
[ 1826451522, 1635593567 ]
[ 3112878899, 2524767977 ]
[ 59747250, 1810569834 ]
[ 1402868749, 1148920778 ]
[ 612200661, 993796709 ]
[ 3324647510, 1838770487 ]
[ 3291576484, 3605314549 ]
[ 2568948776, 4203865517 ]
[ 601350432, 2439253941 ]
[ 4008598206, 2897188902 ]
[ 1965086341, 2171187373 ]
[ 1665288741, 3132036706 ]
[ 233406554, 3435141891 ]
[ 3961461928, 472033574 ]
[ 392538137, 4283135434 ]
[ 3241406265, 204771060 ]
[ 1432701818, 3108249453 ]
[ 1881557523, 2023769032 ]
[ 3395288730, 1280245990 ]
[ 3500730114, 1766931341 ]
[ 1290516790, 660890099 ]
[ 4261503128, 1468495306 ]
[ 3581754070, 4042906994 ]
[ 1402301618, 2296877211 ]
[ 3206144859, 1951530416 ]
[ 1656367953, 4258523031 ]
[ 1750650107, 2646741536 ]
[ 710434811, 1078123329 ]
[ 3039950159, 2857592951 ]
[ 1284395214, 244254577 ]
[ 3682130425, 3127214014 ]
[ 794930583, 1839264063 ]
[ 4040510098, 2218597552 ]
[ 2253255161, 2880320998 ]
[ 606409434, 4149892356 ]
[ 3175758418, 1671528064 ]
[ 842252772, 527229471 ]
[ 2149901368, 3470266726 ]
[ 2143998753, 2036513396 ]
[ 1795750081, 3864655441 ]
[ 1053925726, 1750315411 ]
[ 684154669, 3002056410 ]
[ 3092966574, 3822784271 ]
[ 3761728271, 1704315987 ]
[ 1128663747, 4093646843 ]
[ 788312276, 3768680944 ]
[ 622197789, 10697895 ]
[ 683481418, 3590435903 ]
[ 897976892, 1292396872 ]
[ 3457733759, 1412804065 ]
[ 1329329954, 604694674 ]
[ 3071834707, 3186620287 ]
[ 3540263334, 178414489 ]
[ 3353982317, 2809893215 ]
[ 3170649197, 3365091606 ]
[ 3010006404, 2753159706 ]
[ 3914608992, 3732480011 ]
[ 1920021452, 3429445435 ]
[ 1618767420, 3117276832 ]
[ 4102518202, 2844893448 ]
[ 2329568177, 4143280448 ]
[ 30943237, 1877980680 ]
[ 843715826, 715532035 ]
[ 2498197143, 3180514919 ]
[ 2021308230, 2097659165 ]
[ 15483357, 2599643026 ]
[ 467953758, 1007364273 ]
[ 2937816538, 2531453228 ]
[ 689090421, 1668782298 ]
[ 599230487, 2240143646 ]
[ 558209280, 4047783965 ]
[ 2627739135, 608411267 ]
[ 826739118, 546231706 ]
[ 1663839771, 780805288 ]
[ 596459566, 2082416212 ]
[ 3479291026, 1451324544 ]
[ 365422940, 1955752122 ]
[ 1823923474, 3935611351 ]
[ 3676331324, 3440591919 ]
[ 898620974, 3399818994 ]
[ 3499667541, 2990556674 ]
[ 2690317399, 2001539615 ]
[ 2812539428, 334807223 ]
[ 1576193719, 2020941928 ]
[ 728118230, 3101598028 ]
[ 1173380102, 4254528992 ]
[ 2524056802, 1335283648 ]
[ 1242238964, 3604102222 ]
[ 2308165721, 4269009451 ]
[ 436572792, 3010612625 ]
[ 1507451754, 3201674377 ]
[ 4260123555, 3528456972 ]
[ 575555466, 3683171546 ]
[ 4080738017, 2744678239 ]
[ 1596731289, 92903212 ]
[ 710874949, 3090071163 ]
[ 2525033050, 2606126524 ]
[ 1221215611, 98172606 ]
[ 3460396446, 101337422 ]
[ 1716967555, 1096791559 ]
[ 1504445147, 785385472 ]
[ 3546174178, 859288546 ]
[ 718884522, 946437045 ]
[ 3880846225, 1578174198 ]
[ 1284486292, 2896533080 ]
[ 2095504335, 444470847 ]
[ 4011931139, 3159163933 ]
[ 2788006410, 3493691548 ]
[ 2140773100, 4222040328 ]
[ 2433670729, 4187611253 ]
[ 583146977, 2001863998 ]
[ 4212863070, 123230062 ]
[ 654100490, 2753556340 ]
[ 2197859058, 2925362704 ]
[ 2265466050, 999484733 ]
[ 909659117, 3262615205 ]
[ 2029778489, 321069454 ]
[ 2642614485, 2662739923 ]
[ 3720930327, 1226388002 ]
[ 728086214, 1274073055 ]
[ 3499487897, 3110341008 ]
[ 1301546812, 3749859614 ]
[ 2151319735, 2941345876 ]
[ 4207812704, 2377983340 ]
[ 2645644473, 1933305637 ]
[ 1866651455, 2866772272 ]
[ 430383754, 1640186503 ]
[ 3890636507, 497630579 ]
[ 2225510717, 891169751 ]
[ 1397921371, 796820066 ]
[ 3204303767, 4000652884 ]
[ 1284928539, 2747769346 ]
[ 3825643118, 1445113518 ]
[ 3635215048, 4231816657 ]
[ 3038059485, 3172791595 ]
[ 4255402276, 194786939 ]
[ 91327951, 1945728512 ]
[ 426211230, 1622079647 ]
[ 587485675, 2293835973 ]
[ 1642269475, 2130464557 ]
[ 1521372749, 2306429190 ]
[ 3534855087, 3112530222 ]
[ 138188234, 1113209170 ]
[ 2755825423, 771956313 ]
[ 3224432637, 1663619837 ]
[ 1418823706, 2614984615 ]
[ 2183971477, 2982484769 ]
[ 2393391533, 956879472 ]
[ 1077674700, 4059913952 ]
[ 2947634138, 3594096338 ]
[ 3089281132, 366786552 ]
[ 1841482040, 3384127808 ]
[ 3186693647, 309918376 ]
[ 41955315, 3587052698 ]
[ 3489571165, 2574288145 ]
[ 3066885888, 474560229 ]
[ 51489394, 1993166745 ]
[ 2701462512, 3716190284 ]
[ 1998603857, 2474515845 ]
[ 3844222309, 877294004 ]
[ 2017071674, 975500340 ]
[ 1095031383, 2053627390 ]
[ 67211306, 700930566 ]
[ 3851134353, 799648891 ]
[ 2841745482, 2939636118 ]
[ 2841672702, 3072124846 ]
[ 3190144213, 3313363998 ]
[ 2343030665, 421794831 ]
[ 2397380555, 1534168957 ]
[ 1572280369, 3384287568 ]
[ 723360428, 1212886329 ]
[ 1790141624, 3406671527 ]
[ 1342214104, 587209419 ]
[ 99275839, 2899791924 ]
[ 3452008835, 2444161191 ]
[ 1096172102, 3660915921 ]
[ 726398273, 1806329907 ]
[ 286453416, 1398736992 ]
[ 3043268693, 2947101905 ]
[ 2483283686, 453654170 ]
[ 3016715122, 3777975741 ]
[ 2302130167, 1698986103 ]
[ 2391212239, 3488355540 ]
[ 697550356, 2619720961 ]
[ 3689817352, 3887947510 ]
[ 2116951499, 3229820439 ]
[ 4216196152, 3102405515 ]
[ 737186078, 555877136 ]
[ 1289614487, 389433398 ]
[ 391072732, 2141333373 ]
[ 4124571064, 160406069 ]
[ 4254913687, 2387905955 ]
[ 3660727764, 1626076752 ]
[ 1778682917, 1541408399 ]
[ 66351276, 497571339 ]
[ 2754105001, 1453415636 ]
[ 625016231, 3621446415 ]
[ 2720814235, 1745993747 ]
[ 1173570894, 2029565520 ]
[ 213216877, 897816887 ]
[ 3512607043, 458861625 ]
[ 1094456645, 1018250250 ]
[ 470946299, 387208097 ]
[ 2419396075, 1855444885 ]
[ 3074162593, 670132269 ]
[ 2277433183, 3537310534 ]
[ 4012980310, 2330124523 ]
[ 652010330, 1230323144 ]
[ 418427251, 3589783393 ]
[ 2379935407, 3466241029 ]
[ 250313090, 1295061019 ]
[ 3073962240, 498281850 ]
[ 4015161994, 2173241437 ]
[ 3537789793, 2573775084 ]
[ 3890617864, 3088559933 ]
[ 126340501, 1207951504 ]
[ 135677173, 2005613813 ]
[ 1180798630, 1403373253 ]
[ 2387935897, 2719413398 ]
[ 2418530102, 3236604146 ]
[ 3423231710, 1753603152 ]
